	student_id	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99
257	96278	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	11	11	12	12	12	12
258	96279	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	10	10	10	10	10	10	10	10	10	11	11	11	11	12	12	12	12	12	12
259	96280	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	12	12	12	12	12
260	96281	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	10	10	10	10	10	10	10
261	96282	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9
262	96283	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	10	10
263	96284	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	11
264	96285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	10
265	96286	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	10	10	10	10	10	10	10	10
266	96287	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	10	10	10	10	10	10	10	10	10	10
267	96288	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	10	10	10	10	10	10	10	10	10	10
268	96289	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	10	10	10	10	10	10	10	11	11	11	11	12	12	12	12	12	12	12	12	12	12	12
269	96290	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	11	11	11
270	96291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	11	11	11	11	11	12	12	12	12
271	96292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	10
272	96293	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9
273	96294	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	12	12	12	12	12	12	13	13
274	96295	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	11	11	12	12	12	12	12
275	96296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10
276	96297	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	10	10	10	10	10	10	10	10
277	96298	1	1	3	5	5	5	6	6	6	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	10	11	11	11	11	11	12	12	12	13	13	13	14	14	14	15	15	17	22	23	23	23	23	23	23	25	25	25	25	25	26	26	26	26	26	27	29	29	29	29	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	32	32	32	32	33	33	33	34	34	34	34	37	37	37	37	37
278	70701	2	2	5	5	5	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	10	11	11	12	12	12	12	12	12	15	23	23	23	30	30	30	30	30	30	30	30	30	30	31	31	32	32	32	32	33	33	33	33	33	33	33	34	34	34	34	34	34	34	35	35	37	37	37	37	37	37	37	37	37	37	37	37	38	38
279	70702	2	16	16	17	18	18	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	23	23	23	23	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
280	70704	2	2	23	23	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	32	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	35	35	36	36	36	36	37	37	37	37	37	37	37	37	37	37	37	37	37	37	38	38	38	38	39	39	39	39	39	39	39	39
281	70731	2	18	23	23	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	32	32	33	33	33	33	33	33	33	34	34	34	34	34	34	34	35	35	35	35	35	36	36	36	36	36	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	38	38	38	38	39	39	39	39	39	39	41	41	41	41	41	41	42	42	42	42	42	42	42	44	44	44	44	44	45	45	45
282	70740	2	2	4	4	4	4	4	4	8	8	8	8	8	16	16	16	16	16	16	17	17	17	17	17	18	18	19	19	19	19	19	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	23	29	29	29	29	29	30	30	30	30	30	30	32	32	32	32	32	33	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	36	36	37	37	37	37	37	37	37	37	37	37	37	37	37
283	70744	2	13	13	14	14	18	18	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	23	23	23	23	23	27	27	27	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	36	36	37	37	37	37	37	37	37
284	70745	2	7	7	7	7	7	7	7	7	7	7	9	9	10	10	11	11	12	12	13	13	13	13	13	14	14	14	14	14	15	15	15	15	15	15	16	16	16	16	16	17	17	17	17	17	17	18	18	19	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	23	23	25	26	26	26	26	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30
285	70816	2	2	3	3	3	3	3	3	3	6	6	6	7	7	7	7	7	7	7	7	7	10	10	10	10	10	10	10	11	11	11	12	12	12	15	16	16	16	16	16	16	17	17	17	17	17	18	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	23	23	23	29	29	29	29	29	30	30	30	30	30	30	32	32	32	32	32	32	32	32
286	71810	2	7	7	7	7	7	7	11	11	12	12	15	15	15	18	22	23	29	30	30	30	30	30	30	30	30	32	32	32	32	32	32	32	33	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	36	36	37	37	37	37	37	37	37	37	37	38	39	39	39	39	40	41	41	41	41	41	41	42	42	42	44	44	44	44	44	44	44	46	46	46	46	46	46	46	46
287	71830	2	6	6	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	9	9	11	11	11	11	11	12	12	12	15	18	18	20	21	21	21	21	21	21	21	21	21	21	22	23	23	23	26	27	29	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	34	34	35	35	35	35	35	36
288	71877	2	2	2	2	6	6	6	6	9	9	11	12	17	18	19	19	19	22	23	23	23	23	30	30	30	30	30	30	30	30	32	32	32	32	36	37	37	37	37	37	37	37	38	42	42	42	44	44	44	44	44	44	44	44	45	50	50	52	52	52	52	52	52	52	52	54	54	55	55	55	55	55	55	67	68	68	68	68	68	68	68	68	68	68	68	68	69	69	69	69	69	69	70	70	70	70	70	70	70	70
289	77945	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	32	32	32	32	32	32	33	33
290	77957	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31
291	77958	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	32	32	33	33	33	33	33	33	44	44	44	44	44	44	44	44	44	47
292	77966	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	44	44	44	47	47	47	47	47	47	47	47	50	50	50	50	50	50	50	50	50	50	50	50
293	78811	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	10	10	10	11	11	12	12	12	12	12	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31
294	78843	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	10	10	10	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	47	47	47	47	48
295	78877	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	44
296	78883	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	33	33	33
297	78886	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	33	33	44	44	44	44	44	44	47	47	47	47	47	47	47	47	47	47	47	47	47	47	50	50	50	50
298	78890	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	47
299	78892	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	44	44	44	44	44	44	44	44	47	47	47	47	47	47	47	47	47	47	47
300	78895	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	44	47	47	47	47	47	47	47	47	50	50	50	50	50	50	50	50
301	78897	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	44	44	44	44
302	78944	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	32	32	32	32	32	33	33	33	33	33	33	33	44	44	44	44	44	44	44	44	44	44	47	47	47	47	47	47	47	47
303	78945	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
304	78947	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	44	44
305	78948	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	32	32	32	32	32	32	33	33	33
306	78953	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	44	44	44	44	44	44	44	44	44	44	44	44	44	47
307	79001	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	32
308	79005	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	33	44	44	44	44	44	47	47	47	47	47	47	47	47	47	47
309	79008	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	33	44	44	44	44	44	44	44	44	44
310	79011	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	44	44	44	44	44	44	44	44	44	44	47	47	47	47	47	47	47	47	47
311	79218	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	32	32	32	32	32	32	32	32	33	33	33	33	33	33	44	44	44	44	44	44	44	44	47	47	47	47	47	47	47	47	47	47
312	79220	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	47	47	47	47	47	47	47	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
313	79246	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	44	44	44	44	44	44	47	47
314	79606	2	2	5	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	9	9	10	10	10	10	11	11	11	11	12	12	15	15	15	23	29	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	39	39	39	39	39	40	44	44	44	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	48	48	48	48	48	48
315	79608	2	23	24	24	29	29	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	39	39	39	39	39	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	47	48	48	48	48	48	48	48	50	50	51	51	51	51	51	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
316	79615	2	23	23	23	23	29	29	29	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	39	39	39	39	39	39	39	39	44	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	48	48	48	48	48	48	48	48	48	48	50	50	51	51	51	51	51	52	52	52	52	52	52	52	52	52	52	52	53	68	69	69	71
317	79616	2	2	2	7	7	7	7	7	9	10	10	11	11	23	24	24	24	24	24	29	29	29	29	29	29	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	35	35	35	37	37	37	39	39	39	39	39	39	39	44	44	44	45	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	47	47	48	48
318	79617	2	2	5	5	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	9	10	10	10	10	11	11	11	11	12	15	15	15	23	24	24	24	29	29	29	29	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	39	39	39	39	39	40	44	44	44	44	44	44	44	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
319	79618	2	2	5	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	9	10	10	10	10	10	11	11	15	15	15	15	15	23	23	24	24	24	29	29	29	29	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	35	37	39	39	39	39	39	39	39	39	40	40	44	44	44	44	44	44	44	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	46
320	79620	2	5	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	9	9	10	10	10	10	10	11	11	12	12	15	15	15	15	23	23	23	23	24	24	24	29	29	29	29	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	39	39	39	39	39	39	39	39	39	40	44	44	44	44	44	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
321	79621	2	5	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	10	10	11	11	12	15	15	15	15	15	23	24	29	29	29	29	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	39	39	39	39	39	39	39	39	39	39	39	39	39	39	40	40	44	44	44	44	44	44	44	45	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
322	79622	2	2	23	23	23	23	23	24	29	29	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	39	39	39	39	39	39	39	39	39	39	44	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	47	48	48	48	48	48	48	48	48	48	50	51	51	51	51	51	52	52	52	52	52	52	52	52	52	52	53	68	69	69	69	69	71
